A	Output	bin a	bin out	octal a	octal out
2550	3255	0b100111110110	0b110010110111	0o4766	0o6267
2551	1255	0b100111110111	0b10011100111	0o4767	0o2347
2552	4355	0b100111111000	0b1000100000011	0o4770	0o10403
2553	5355	0b100111111001	0b1010011101011	0o4771	0o12353
2554	2355	0b100111111010	0b100100110011	0o4772	0o4463
2555	7355	0b100111111011	0b1110010111011	0o4773	0o16273
2556	1355	0b100111111100	0b10101001011	0o4774	0o2513
2557	3355	0b100111111101	0b110100011011	0o4775	0o6433
2558	2355	0b100111111110	0b100100110011	0o4776	0o4463
2559	3355	0b100111111111	0b110100011011	0o4777	0o6433
2560	3123	0b101000000000	0b110000110011	0o5000	0o6063
2561	2123	0b101000000001	0b100001001011	0o5001	0o4113
2562	5123	0b101000000010	0b1010000000011	0o5002	0o12003
2563	123	0b101000000011	0b1111011	0o5003	0o173
2564	5123	0b101000000100	0b1010000000011	0o5004	0o12003
2565	3123	0b101000000101	0b110000110011	0o5005	0o6063
2566	5123	0b101000000110	0b1010000000011	0o5006	0o12003
2567	5123	0b101000000111	0b1010000000011	0o5007	0o12003
2568	3623	0b101000001000	0b111000100111	0o5010	0o7047
2569	2623	0b101000001001	0b101000111111	0o5011	0o5077
2570	5623	0b101000001010	0b1010111110111	0o5012	0o12767
2571	623	0b101000001011	0b1001101111	0o5013	0o1157
2572	1623	0b101000001100	0b11001010111	0o5014	0o3127
2573	3623	0b101000001101	0b111000100111	0o5015	0o7047
2574	4623	0b101000001110	0b1001000001111	0o5016	0o11017
2575	7623	0b101000001111	0b1110111000111	0o5017	0o16707
2576	3323	0b101000010000	0b110011111011	0o5020	0o6373
2577	3323	0b101000010001	0b110011111011	0o5021	0o6373
2578	5323	0b101000010010	0b1010011001011	0o5022	0o12313
2579	323	0b101000010011	0b101000011	0o5023	0o503
2580	5323	0b101000010100	0b1010011001011	0o5024	0o12313
2581	3323	0b101000010101	0b110011111011	0o5025	0o6373
2582	7323	0b101000010110	0b1110010011011	0o5026	0o16233
2583	1323	0b101000010111	0b10100101011	0o5027	0o2453
2584	3523	0b101000011000	0b110111000011	0o5030	0o6703
2585	3523	0b101000011001	0b110111000011	0o5031	0o6703
2586	5523	0b101000011010	0b1010110010011	0o5032	0o12623
2587	523	0b101000011011	0b1000001011	0o5033	0o1013
2588	1523	0b101000011100	0b10111110011	0o5034	0o2763
2589	3523	0b101000011101	0b110111000011	0o5035	0o6703
2590	6523	0b101000011110	0b1100101111011	0o5036	0o14573
2591	3523	0b101000011111	0b110111000011	0o5037	0o6703
2592	2523	0b101000100000	0b100111011011	0o5040	0o4733
2593	523	0b101000100001	0b1000001011	0o5041	0o1013
2594	5523	0b101000100010	0b1010110010011	0o5042	0o12623
2595	523	0b101000100011	0b1000001011	0o5043	0o1013
2596	5523	0b101000100100	0b1010110010011	0o5044	0o12623
2597	3523	0b101000100101	0b110111000011	0o5045	0o6703
2598	1523	0b101000100110	0b10111110011	0o5046	0o2763
2599	5523	0b101000100111	0b1010110010011	0o5047	0o12623
2600	2323	0b101000101000	0b100100010011	0o5050	0o4423
2601	323	0b101000101001	0b101000011	0o5051	0o503
2602	5323	0b101000101010	0b1010011001011	0o5052	0o12313
2603	323	0b101000101011	0b101000011	0o5053	0o503
2604	1323	0b101000101100	0b10100101011	0o5054	0o2453
2605	3323	0b101000101101	0b110011111011	0o5055	0o6373
2606	323	0b101000101110	0b101000011	0o5056	0o503
2607	7323	0b101000101111	0b1110010011011	0o5057	0o16233
2608	2523	0b101000110000	0b100111011011	0o5060	0o4733
2609	1523	0b101000110001	0b10111110011	0o5061	0o2763
2610	5523	0b101000110010	0b1010110010011	0o5062	0o12623
2611	523	0b101000110011	0b1000001011	0o5063	0o1013
2612	5523	0b101000110100	0b1010110010011	0o5064	0o12623
2613	3523	0b101000110101	0b110111000011	0o5065	0o6703
2614	3523	0b101000110110	0b110111000011	0o5066	0o6703
2615	1523	0b101000110111	0b10111110011	0o5067	0o2763
2616	2523	0b101000111000	0b100111011011	0o5070	0o4733
2617	1523	0b101000111001	0b10111110011	0o5071	0o2763
2618	5523	0b101000111010	0b1010110010011	0o5072	0o12623
2619	523	0b101000111011	0b1000001011	0o5073	0o1013
2620	1523	0b101000111100	0b10111110011	0o5074	0o2763
2621	3523	0b101000111101	0b110111000011	0o5075	0o6703
2622	2523	0b101000111110	0b100111011011	0o5076	0o4733
2623	3523	0b101000111111	0b110111000011	0o5077	0o6703
2624	1103	0b101001000000	0b10001001111	0o5100	0o2117
2625	6103	0b101001000001	0b1011111010111	0o5101	0o13727
2626	5103	0b101001000010	0b1001111101111	0o5102	0o11757
2627	1103	0b101001000011	0b10001001111	0o5103	0o2117
2628	5103	0b101001000100	0b1001111101111	0o5104	0o11757
2629	3103	0b101001000101	0b110000011111	0o5105	0o6037
2630	5103	0b101001000110	0b1001111101111	0o5106	0o11757
2631	5103	0b101001000111	0b1001111101111	0o5107	0o11757
2632	1603	0b101001001000	0b11001000011	0o5110	0o3103
2633	6603	0b101001001001	0b1100111001011	0o5111	0o14713
2634	5603	0b101001001010	0b1010111100011	0o5112	0o12743
2635	1603	0b101001001011	0b11001000011	0o5113	0o3103
2636	1603	0b101001001100	0b11001000011	0o5114	0o3103
2637	3603	0b101001001101	0b111000010011	0o5115	0o7023
2638	4603	0b101001001110	0b1000111111011	0o5116	0o10773
2639	7603	0b101001001111	0b1110110110011	0o5117	0o16663
2640	1303	0b101001010000	0b10100010111	0o5120	0o2427
2641	7303	0b101001010001	0b1110010000111	0o5121	0o16207
2642	5303	0b101001010010	0b1010010110111	0o5122	0o12267
2643	1303	0b101001010011	0b10100010111	0o5123	0o2427
2644	5303	0b101001010100	0b1010010110111	0o5124	0o12267
2645	3303	0b101001010101	0b110011100111	0o5125	0o6347
2646	7303	0b101001010110	0b1110010000111	0o5126	0o16207
2647	1303	0b101001010111	0b10100010111	0o5127	0o2427
2648	1503	0b101001011000	0b10111011111	0o5130	0o2737
2649	7503	0b101001011001	0b1110101001111	0o5131	0o16517
2650	5503	0b101001011010	0b1010101111111	0o5132	0o12577
2651	1503	0b101001011011	0b10111011111	0o5133	0o2737
2652	1503	0b101001011100	0b10111011111	0o5134	0o2737
2653	3503	0b101001011101	0b110110101111	0o5135	0o6657
2654	6503	0b101001011110	0b1100101100111	0o5136	0o14547
2655	3503	0b101001011111	0b110110101111	0o5137	0o6657
2656	103	0b101001100000	0b1100111	0o5140	0o147
2657	4103	0b101001100001	0b1000000000111	0o5141	0o10007
2658	5103	0b101001100010	0b1001111101111	0o5142	0o11757
2659	1103	0b101001100011	0b10001001111	0o5143	0o2117
2660	5103	0b101001100100	0b1001111101111	0o5144	0o11757
2661	3103	0b101001100101	0b110000011111	0o5145	0o6037
2662	1103	0b101001100110	0b10001001111	0o5146	0o2117
2663	5103	0b101001100111	0b1001111101111	0o5147	0o11757
2664	303	0b101001101000	0b100101111	0o5150	0o457
2665	4303	0b101001101001	0b1000011001111	0o5151	0o10317
2666	5303	0b101001101010	0b1010010110111	0o5152	0o12267
2667	1303	0b101001101011	0b10100010111	0o5153	0o2427
2668	1303	0b101001101100	0b10100010111	0o5154	0o2427
2669	3303	0b101001101101	0b110011100111	0o5155	0o6347
2670	303	0b101001101110	0b100101111	0o5156	0o457
2671	7303	0b101001101111	0b1110010000111	0o5157	0o16207
2672	403	0b101001110000	0b110010011	0o5160	0o623
2673	5403	0b101001110001	0b1010100011011	0o5161	0o12433
2674	5403	0b101001110010	0b1010100011011	0o5162	0o12433
2675	1403	0b101001110011	0b10101111011	0o5163	0o2573
2676	5403	0b101001110100	0b1010100011011	0o5164	0o12433
2677	3403	0b101001110101	0b110101001011	0o5165	0o6513
2678	3403	0b101001110110	0b110101001011	0o5166	0o6513
2679	1403	0b101001110111	0b10101111011	0o5167	0o2573
2680	703	0b101001111000	0b1010111111	0o5170	0o1277
2681	5703	0b101001111001	0b1011001000111	0o5171	0o13107
2682	5703	0b101001111010	0b1011001000111	0o5172	0o13107
2683	1703	0b101001111011	0b11010100111	0o5173	0o3247
2684	1703	0b101001111100	0b11010100111	0o5174	0o3247
2685	3703	0b101001111101	0b111001110111	0o5175	0o7167
2686	2703	0b101001111110	0b101010001111	0o5176	0o5217
2687	3703	0b101001111111	0b111001110111	0o5177	0o7167
2688	7113	0b101010000000	0b1101111001001	0o5200	0o15711
2689	2113	0b101010000001	0b100001000001	0o5201	0o4101
2690	4113	0b101010000010	0b1000000010001	0o5202	0o10021
2691	2113	0b101010000011	0b100001000001	0o5203	0o4101
2692	5113	0b101010000100	0b1001111111001	0o5204	0o11771
2693	3113	0b101010000101	0b110000101001	0o5205	0o6051
2694	5113	0b101010000110	0b1001111111001	0o5206	0o11771
2695	5113	0b101010000111	0b1001111111001	0o5207	0o11771
2696	7713	0b101010001000	0b1111000100001	0o5210	0o17041
2697	2713	0b101010001001	0b101010011001	0o5211	0o5231
2698	4713	0b101010001010	0b1001001101001	0o5212	0o11151
2699	2713	0b101010001011	0b101010011001	0o5213	0o5231
2700	1713	0b101010001100	0b11010110001	0o5214	0o3261
2701	3713	0b101010001101	0b111010000001	0o5215	0o7201
2702	4713	0b101010001110	0b1001001101001	0o5216	0o11151
2703	7713	0b101010001111	0b1111000100001	0o5217	0o17041
2704	7313	0b101010010000	0b1110010010001	0o5220	0o16221
2705	3313	0b101010010001	0b110011110001	0o5221	0o6361
2706	4313	0b101010010010	0b1000011011001	0o5222	0o10331
2707	2313	0b101010010011	0b100100001001	0o5223	0o4411
2708	5313	0b101010010100	0b1010011000001	0o5224	0o12301
2709	3313	0b101010010101	0b110011110001	0o5225	0o6361
2710	7313	0b101010010110	0b1110010010001	0o5226	0o16221
2711	1313	0b101010010111	0b10100100001	0o5227	0o2441
2712	7513	0b101010011000	0b1110101011001	0o5230	0o16531
2713	3513	0b101010011001	0b110110111001	0o5231	0o6671
2714	4513	0b101010011010	0b1000110100001	0o5232	0o10641
2715	2513	0b101010011011	0b100111010001	0o5233	0o4721
2716	1513	0b101010011100	0b10111101001	0o5234	0o2751
2717	3513	0b101010011101	0b110110111001	0o5235	0o6671
2718	6513	0b101010011110	0b1100101110001	0o5236	0o14561
2719	3513	0b101010011111	0b110110111001	0o5237	0o6671
2720	6513	0b101010100000	0b1100101110001	0o5240	0o14561
2721	513	0b101010100001	0b1000000001	0o5241	0o1001
2722	4513	0b101010100010	0b1000110100001	0o5242	0o10641
2723	2513	0b101010100011	0b100111010001	0o5243	0o4721
2724	5513	0b101010100100	0b1010110001001	0o5244	0o12611
2725	3513	0b101010100101	0b110110111001	0o5245	0o6671
2726	1513	0b101010100110	0b10111101001	0o5246	0o2751
2727	5513	0b101010100111	0b1010110001001	0o5247	0o12611
2728	6313	0b101010101000	0b1100010101001	0o5250	0o14251
2729	313	0b101010101001	0b100111001	0o5251	0o471
2730	4313	0b101010101010	0b1000011011001	0o5252	0o10331
2731	2313	0b101010101011	0b100100001001	0o5253	0o4411
2732	1313	0b101010101100	0b10100100001	0o5254	0o2441
2733	3313	0b101010101101	0b110011110001	0o5255	0o6361
2734	313	0b101010101110	0b100111001	0o5256	0o471
2735	7313	0b101010101111	0b1110010010001	0o5257	0o16221
2736	6713	0b101010110000	0b1101000111001	0o5260	0o15071
2737	1713	0b101010110001	0b11010110001	0o5261	0o3261
2738	4713	0b101010110010	0b1001001101001	0o5262	0o11151
2739	2713	0b101010110011	0b101010011001	0o5263	0o5231
2740	5713	0b101010110100	0b1011001010001	0o5264	0o13121
2741	3713	0b101010110101	0b111010000001	0o5265	0o7201
2742	3713	0b101010110110	0b111010000001	0o5266	0o7201
2743	1713	0b101010110111	0b11010110001	0o5267	0o3261
2744	6113	0b101010111000	0b1011111100001	0o5270	0o13741
2745	1113	0b101010111001	0b10001011001	0o5271	0o2131
2746	4113	0b101010111010	0b1000000010001	0o5272	0o10021
2747	2113	0b101010111011	0b100001000001	0o5273	0o4101
2748	1113	0b101010111100	0b10001011001	0o5274	0o2131
2749	3113	0b101010111101	0b110000101001	0o5275	0o6051
2750	2113	0b101010111110	0b100001000001	0o5276	0o4101
2751	3113	0b101010111111	0b110000101001	0o5277	0o6051
2752	5103	0b101011000000	0b1001111101111	0o5300	0o11757
2753	6103	0b101011000001	0b1011111010111	0o5301	0o13727
2754	4103	0b101011000010	0b1000000000111	0o5302	0o10007
2755	3103	0b101011000011	0b110000011111	0o5303	0o6037
2756	5103	0b101011000100	0b1001111101111	0o5304	0o11757
2757	3103	0b101011000101	0b110000011111	0o5305	0o6037
2758	5103	0b101011000110	0b1001111101111	0o5306	0o11757
2759	5103	0b101011000111	0b1001111101111	0o5307	0o11757
2760	5703	0b101011001000	0b1011001000111	0o5310	0o13107
2761	6703	0b101011001001	0b1101000101111	0o5311	0o15057
2762	4703	0b101011001010	0b1001001011111	0o5312	0o11137
2763	3703	0b101011001011	0b111001110111	0o5313	0o7167
2764	1703	0b101011001100	0b11010100111	0o5314	0o3247
2765	3703	0b101011001101	0b111001110111	0o5315	0o7167
2766	4703	0b101011001110	0b1001001011111	0o5316	0o11137
2767	7703	0b101011001111	0b1111000010111	0o5317	0o17027
2768	5303	0b101011010000	0b1010010110111	0o5320	0o12267
2769	7303	0b101011010001	0b1110010000111	0o5321	0o16207
2770	4303	0b101011010010	0b1000011001111	0o5322	0o10317
2771	3303	0b101011010011	0b110011100111	0o5323	0o6347
2772	5303	0b101011010100	0b1010010110111	0o5324	0o12267
2773	3303	0b101011010101	0b110011100111	0o5325	0o6347
2774	7303	0b101011010110	0b1110010000111	0o5326	0o16207
2775	1303	0b101011010111	0b10100010111	0o5327	0o2427
2776	5503	0b101011011000	0b1010101111111	0o5330	0o12577
2777	7503	0b101011011001	0b1110101001111	0o5331	0o16517
2778	4503	0b101011011010	0b1000110010111	0o5332	0o10627
2779	3503	0b101011011011	0b110110101111	0o5333	0o6657
2780	1503	0b101011011100	0b10111011111	0o5334	0o2737
2781	3503	0b101011011101	0b110110101111	0o5335	0o6657
2782	6503	0b101011011110	0b1100101100111	0o5336	0o14547
2783	3503	0b101011011111	0b110110101111	0o5337	0o6657
2784	4103	0b101011100000	0b1000000000111	0o5340	0o10007
2785	4103	0b101011100001	0b1000000000111	0o5341	0o10007
2786	4103	0b101011100010	0b1000000000111	0o5342	0o10007
2787	3103	0b101011100011	0b110000011111	0o5343	0o6037
2788	5103	0b101011100100	0b1001111101111	0o5344	0o11757
2789	3103	0b101011100101	0b110000011111	0o5345	0o6037
2790	1103	0b101011100110	0b10001001111	0o5346	0o2117
2791	5103	0b101011100111	0b1001111101111	0o5347	0o11757
2792	4303	0b101011101000	0b1000011001111	0o5350	0o10317
2793	4303	0b101011101001	0b1000011001111	0o5351	0o10317
2794	4303	0b101011101010	0b1000011001111	0o5352	0o10317
2795	3303	0b101011101011	0b110011100111	0o5353	0o6347
2796	1303	0b101011101100	0b10100010111	0o5354	0o2427
2797	3303	0b101011101101	0b110011100111	0o5355	0o6347
2798	303	0b101011101110	0b100101111	0o5356	0o457
2799	7303	0b101011101111	0b1110010000111	0o5357	0o16207
2800	4603	0b101011110000	0b1000111111011	0o5360	0o10773
2801	5603	0b101011110001	0b1010111100011	0o5361	0o12743
2802	4603	0b101011110010	0b1000111111011	0o5362	0o10773
2803	3603	0b101011110011	0b111000010011	0o5363	0o7023
2804	5603	0b101011110100	0b1010111100011	0o5364	0o12743
2805	3603	0b101011110101	0b111000010011	0o5365	0o7023
2806	3603	0b101011110110	0b111000010011	0o5366	0o7023
2807	1603	0b101011110111	0b11001000011	0o5367	0o3103
2808	4303	0b101011111000	0b1000011001111	0o5370	0o10317
2809	5303	0b101011111001	0b1010010110111	0o5371	0o12267
2810	4303	0b101011111010	0b1000011001111	0o5372	0o10317
2811	3303	0b101011111011	0b110011100111	0o5373	0o6347
2812	1303	0b101011111100	0b10100010111	0o5374	0o2427
2813	3303	0b101011111101	0b110011100111	0o5375	0o6347
2814	2303	0b101011111110	0b100011111111	0o5376	0o4377
2815	3303	0b101011111111	0b110011100111	0o5377	0o6347
2816	3013	0b101100000000	0b101111000101	0o5400	0o5705
2817	2013	0b101100000001	0b11111011101	0o5401	0o3735
2818	7013	0b101100000010	0b1101101100101	0o5402	0o15545
2819	4013	0b101100000011	0b111110101101	0o5403	0o7655
2820	5013	0b101100000100	0b1001110010101	0o5404	0o11625
2821	3013	0b101100000101	0b101111000101	0o5405	0o5705
2822	5013	0b101100000110	0b1001110010101	0o5406	0o11625
2823	5013	0b101100000111	0b1001110010101	0o5407	0o11625
2824	3413	0b101100001000	0b110101010101	0o5410	0o6525
2825	2413	0b101100001001	0b100101101101	0o5411	0o4555
2826	7413	0b101100001010	0b1110011110101	0o5412	0o16365
2827	4413	0b101100001011	0b1000100111101	0o5413	0o10475
2828	1413	0b101100001100	0b10110000101	0o5414	0o2605
2829	3413	0b101100001101	0b110101010101	0o5415	0o6525
2830	4413	0b101100001110	0b1000100111101	0o5416	0o10475
2831	7413	0b101100001111	0b1110011110101	0o5417	0o16365
2832	3313	0b101100010000	0b110011110001	0o5420	0o6361
2833	3313	0b101100010001	0b110011110001	0o5421	0o6361
2834	7313	0b101100010010	0b1110010010001	0o5422	0o16221
2835	4313	0b101100010011	0b1000011011001	0o5423	0o10331
2836	5313	0b101100010100	0b1010011000001	0o5424	0o12301
2837	3313	0b101100010101	0b110011110001	0o5425	0o6361
2838	7313	0b101100010110	0b1110010010001	0o5426	0o16221
2839	1313	0b101100010111	0b10100100001	0o5427	0o2441
2840	3513	0b101100011000	0b110110111001	0o5430	0o6671
2841	3513	0b101100011001	0b110110111001	0o5431	0o6671
2842	7513	0b101100011010	0b1110101011001	0o5432	0o16531
2843	4513	0b101100011011	0b1000110100001	0o5433	0o10641
2844	1513	0b101100011100	0b10111101001	0o5434	0o2751
2845	3513	0b101100011101	0b110110111001	0o5435	0o6671
2846	6513	0b101100011110	0b1100101110001	0o5436	0o14561
2847	3513	0b101100011111	0b110110111001	0o5437	0o6671
2848	2513	0b101100100000	0b100111010001	0o5440	0o4721
2849	513	0b101100100001	0b1000000001	0o5441	0o1001
2850	7513	0b101100100010	0b1110101011001	0o5442	0o16531
2851	4513	0b101100100011	0b1000110100001	0o5443	0o10641
2852	5513	0b101100100100	0b1010110001001	0o5444	0o12611
2853	3513	0b101100100101	0b110110111001	0o5445	0o6671
2854	1513	0b101100100110	0b10111101001	0o5446	0o2751
2855	5513	0b101100100111	0b1010110001001	0o5447	0o12611
2856	2313	0b101100101000	0b100100001001	0o5450	0o4411
2857	313	0b101100101001	0b100111001	0o5451	0o471
2858	7313	0b101100101010	0b1110010010001	0o5452	0o16221
2859	4313	0b101100101011	0b1000011011001	0o5453	0o10331
2860	1313	0b101100101100	0b10100100001	0o5454	0o2441
2861	3313	0b101100101101	0b110011110001	0o5455	0o6361
2862	313	0b101100101110	0b100111001	0o5456	0o471
2863	7313	0b101100101111	0b1110010010001	0o5457	0o16221
2864	2113	0b101100110000	0b100001000001	0o5460	0o4101
2865	1113	0b101100110001	0b10001011001	0o5461	0o2131
2866	7113	0b101100110010	0b1101111001001	0o5462	0o15711
2867	4113	0b101100110011	0b1000000010001	0o5463	0o10021
2868	5113	0b101100110100	0b1001111111001	0o5464	0o11771
2869	3113	0b101100110101	0b110000101001	0o5465	0o6051
2870	3113	0b101100110110	0b110000101001	0o5466	0o6051
2871	1113	0b101100110111	0b10001011001	0o5467	0o2131
2872	2513	0b101100111000	0b100111010001	0o5470	0o4721
2873	1513	0b101100111001	0b10111101001	0o5471	0o2751
2874	7513	0b101100111010	0b1110101011001	0o5472	0o16531
2875	4513	0b101100111011	0b1000110100001	0o5473	0o10641
2876	1513	0b101100111100	0b10111101001	0o5474	0o2751
2877	3513	0b101100111101	0b110110111001	0o5475	0o6671
2878	2513	0b101100111110	0b100111010001	0o5476	0o4721
2879	3513	0b101100111111	0b110110111001	0o5477	0o6671
2880	1033	0b101101000000	0b10000001001	0o5500	0o2011
2881	6033	0b101101000001	0b1011110010001	0o5501	0o13621
2882	7033	0b101101000010	0b1101101111001	0o5502	0o15571
2883	5033	0b101101000011	0b1001110101001	0o5503	0o11651
2884	5033	0b101101000100	0b1001110101001	0o5504	0o11651
2885	3033	0b101101000101	0b101111011001	0o5505	0o5731
2886	5033	0b101101000110	0b1001110101001	0o5506	0o11651
2887	5033	0b101101000111	0b1001110101001	0o5507	0o11651
2888	1433	0b101101001000	0b10110011001	0o5510	0o2631
2889	6433	0b101101001001	0b1100100100001	0o5511	0o14441
2890	7433	0b101101001010	0b1110100001001	0o5512	0o16411
2891	5433	0b101101001011	0b1010100111001	0o5513	0o12471
2892	1433	0b101101001100	0b10110011001	0o5514	0o2631
2893	3433	0b101101001101	0b110101101001	0o5515	0o6551
2894	4433	0b101101001110	0b1000101010001	0o5516	0o10521
2895	7433	0b101101001111	0b1110100001001	0o5517	0o16411
2896	1333	0b101101010000	0b10100110101	0o5520	0o2465
2897	7333	0b101101010001	0b1110010100101	0o5521	0o16245
2898	7333	0b101101010010	0b1110010100101	0o5522	0o16245
2899	5333	0b101101010011	0b1010011010101	0o5523	0o12325
2900	5333	0b101101010100	0b1010011010101	0o5524	0o12325
2901	3333	0b101101010101	0b110100000101	0o5525	0o6405
2902	7333	0b101101010110	0b1110010100101	0o5526	0o16245
2903	1333	0b101101010111	0b10100110101	0o5527	0o2465
2904	1533	0b101101011000	0b10111111101	0o5530	0o2775
2905	7533	0b101101011001	0b1110101101101	0o5531	0o16555
2906	7533	0b101101011010	0b1110101101101	0o5532	0o16555
2907	5533	0b101101011011	0b1010110011101	0o5533	0o12635
2908	1533	0b101101011100	0b10111111101	0o5534	0o2775
2909	3533	0b101101011101	0b110111001101	0o5535	0o6715
2910	6533	0b101101011110	0b1100110000101	0o5536	0o14605
2911	3533	0b101101011111	0b110111001101	0o5537	0o6715
2912	133	0b101101100000	0b10000101	0o5540	0o205
2913	4133	0b101101100001	0b1000000100101	0o5541	0o10045
2914	7133	0b101101100010	0b1101111011101	0o5542	0o15735
2915	5133	0b101101100011	0b1010000001101	0o5543	0o12015
2916	5133	0b101101100100	0b1010000001101	0o5544	0o12015
